index,year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
1193,18,Petrol,5,27340,1,Automatic,18.4,1498,1498,11935,13365,Honda,City
1194,21,CNG,4,53569,1,Manual,796,4036,4036,60,5670,Maruti,Alto
1195,18,Petrol,5,39767,1,Automatic,17,1591,1591,1213,12825,Hyundai,Verna
1196,15,Petrol,5,24518,1,Manual,1197,82,82,114,6277.500000000001,Hyundai,Grand
1197,13,Diesel,5,43867,1,Manual,22.9,1248,1248,74,4806,Maruti,Swift
1198,17,Petrol,5,58408,1,Manual,17.8,1198,1198,867,6412.5,Honda,Amaze
1199,16,Petrol,5,30027,1,Manual,1197,82,82,114,5805,Hyundai,Grand
1200,16,Petrol,5,41010,2,Automatic,14.28,1798,1798,13803,8775,Toyota,Corolla
1201,15,Diesel,5,53438,1,Manual,26,1498,1498,986,7762.5,Honda,City
1202,14,Petrol,5,38525,1,Automatic,14.28,1798,1798,13803,9315,Toyota,Corolla
1203,16,Petrol,5,31068,1,Manual,17.43,1396,1396,1055,8437.5,Hyundai,Verna
1204,16,Diesel,5,49088,1,Manual,20.5,1582,1582,1262,12487.5,Hyundai,Creta
1205,17,Diesel,5,45982,1,Automatic,28.4,1248,1248,7402,9112.5,Maruti,Swift
1206,14,Petrol,5,45981,1,Automatic,7.81,5461,5461,3629,71415,Mercedes-Benz,S-Class
1207,15,Diesel,5,40389,2,Manual,23.9,1582,1582,12632,7965.000000000001,Hyundai,Verna
1208,21,Petrol,5,24679,2,Manual,21,1197,1197,8180,10233,Hyundai,i20
1209,17,Petrol,5,41960,1,Manual,1197,82,82,114,6075,Hyundai,Grand
1210,20,Diesel,7,68350,2,Automatic,14.75,2967,2967,245,54000,Audi,Q7
1211,17,Petrol,5,54855,1,Manual,21.4,1197,1197,831,6763.5,Maruti,Baleno
1212,16,Petrol,5,39867,2,Manual,1197,82,82,114,5562,Hyundai,Grand
1213,18,Diesel,5,54680,1,Automatic,16.38,1995,1995,18246,20925,Hyundai,Tucson
1214,17,Petrol,5,48002,1,Manual,22.38,1197,1197,8850,6628.5,Maruti,Swift
1215,13,Diesel,5,44738,1,Automatic,16.55,1968,1968,14751,16065,Audi,A4
1216,12,Petrol,5,63761,1,Manual,16.8,1497,1497,1164,5413.5,Honda,City
1217,17,Petrol,5,49033,2,Manual,17.8,1497,1497,1173,8599.5,Honda,City
1218,15,Diesel,5,61515,1,Automatic,15.3,2993,2993,258,39015,BMW,X5
1219,17,Petrol,5,29810,2,Manual,18.9,1197,1197,8186,6696,Hyundai,Grand
1220,18,Diesel,5,34796,1,Automatic,19.27,2143,2143,16762,39825,Mercedes-Benz,C-Class
1221,20,Diesel,7,75185,1,Automatic,11.3,2987,2987,2548,47250,Mercedes-Benz,GL-Class
1222,15,Diesel,5,48466,1,Automatic,15.26,2143,2143,2032,32264.999999999996,Mercedes-Benz,M-Class
1223,15,Diesel,5,46602,2,Automatic,15.87,2993,2993,30843,44415,BMW,X6
1224,20,Diesel,5,27340,1,Automatic,1999,2454,2454,430,72225,Land,Rover
1225,19,Petrol,5,26097,1,Automatic,23.1,998,998,6704,6075,Maruti,Celerio
1226,20,Diesel,5,19971,1,Automatic,1248,885,885,200,8100,Maruti,Ciaz
1227,20,Petrol,5,37282,3,Automatic,21.4,1197,1197,831,6884.999999999999,Maruti,Baleno
1228,15,Petrol,5,40175,1,Manual,1197,82,82,114,5426.999999999999,Hyundai,Grand
1229,18,Petrol,5,62545,1,Automatic,19,1199,1199,887,7654.5,Honda,Jazz
1230,18,Petrol,5,19883,1,Automatic,13,1591,1591,1213,14715,Hyundai,Creta
1231,12,Petrol,5,31422,1,Manual,19.4,1198,1198,868,3779.9999999999995,Honda,Brio
1232,16,Petrol,5,26341,1,Manual,18.9,1197,1197,82,6925.5,Hyundai,Grand
1233,14,Diesel,5,48466,2,Manual,22.7,1498,1498,8984,5062.5,Ford,Ecosport
1234,16,Petrol,5,38621,1,Manual,1197,82,82,114,5656.500000000001,Hyundai,Grand
1235,20,Petrol,5,62137,2,Manual,15,1586,1586,10468,2092.5,Maruti,SX4
1236,16,Diesel,5,58919,3,Manual,22.54,1396,1396,8873,7330.5,Hyundai,i20
1237,16,Petrol,5,36923,1,Manual,814,552,552,745,3928.5,Hyundai,EON
1238,20,Petrol,5,50952,1,Automatic,1497,11343,11343,144,18765,Kia,Seltos
1239,18,Petrol,5,43947,2,Automatic,17,1591,1591,1213,12311.999999999998,Hyundai,Verna
1240,20,Petrol,5,49088,1,Automatic,1497,11343,11343,144,17415,Kia,Seltos
1241,20,Diesel,5,74564,2,Manual,19.01,1461,1461,10845,4657.5,Renault,Duster
1242,20,Diesel,5,74564,1,Manual,21.64,1461,1461,848,3037.5,Renault,Scala
1243,20,Diesel,5,74564,3,Manual,22.7,1582,1582,12624,5400,Hyundai,Elantra
1244,16,Diesel,7,43495,1,Automatic,18.49,1493,1493,100,8302.5,Mahindra,TUV
1245,17,Diesel,5,37903,1,Automatic,20.68,1995,1995,188,26662.5,BMW,X1
1246,14,Petrol,5,57166,1,Manual,18,1198,1198,867,4860,Honda,Amaze
1247,16,Petrol,7,36572,1,Manual,15.4,1497,1497,1173,8775,Honda,BR-V
1248,16,Petrol,5,42400,1,Manual,20.51,998,998,6704,5251.5,Maruti,Wagon
1249,21,Petrol,5,19409,1,Manual,21.01,1197,1197,8180,9814.5,Maruti,Baleno
1250,17,Petrol,5,27961,1,Manual,20.14,1197,1197,8186,6682.5,Hyundai,Xcent
1251,12,Diesel,5,57804,1,Manual,22.9,1248,1248,74,5008.5,Maruti,Swift
1252,14,Diesel,5,76234,2,Manual,23.4,1248,1248,74,5697,Maruti,Swift
1253,20,Diesel,5,32932,1,Manual,25.8,1498,1498,986,9112.5,Honda,Amaze
1254,19,Petrol,5,37570,1,Manual,21.63,998,998,6705,6209.999999999999,Maruti,Celerio
1255,20,Petrol,5,6213,1,Automatic,999,7102,7102,96,11475,Nissan,Magnite
1256,14,Petrol,5,24961,1,Manual,17.4,1497,1497,1173,6979.5,Honda,City
1257,19,Petrol,5,75945,1,Manual,17.8,1198,1198,867,7830,Honda,Amaze
1258,10,Petrol,5,27340,1,Manual,1086,6805,6805,9904,3240,Hyundai,i10
1259,15,Petrol,5,48031,2,Automatic,18.9,1197,1197,82,6466.5,Hyundai,Grand
1260,19,Diesel,5,24233,1,Manual,16.35,1956,1956,16767,18832.5,Tata,Harrier
1261,20,Diesel,5,74564,2,Manual,17.1,1956,1956,170,14850,Jeep,Compass
1262,22,Petrol,5,18019,1,Manual,15.43,1498,1498,10849,17415,MG,Astor
1263,17,Petrol,5,37282,1,Manual,18.7,1199,1199,887,6412.5,Honda,Jazz
1264,17,Diesel,5,49709,1,Manual,22.54,1396,1396,8873,9315,Hyundai,i20
1265,15,Diesel,5,48466,1,Manual,21.7,1498,1498,9896,7425,Ford,Ecosport
1266,16,Diesel,5,36039,1,Manual,24.7,1498,1498,9789,7425,Honda,Amaze
1267,15,Diesel,5,41631,1,Manual,1120,70,70,160,5737.5,Hyundai,Grand
1268,14,Petrol,5,27352,2,Manual,18.6,1197,1197,858,4252.5,Maruti,Swift
1269,21,Petrol,5,7432,1,Manual,24.97,998,998,6571,7681.500000000001,Maruti,Celerio
1270,20,Petrol,5,8118,1,Manual,22.05,796,796,4733,4981.5,Maruti,Alto
1271,16,Petrol,5,22378,1,Manual,18.9,1197,1197,82,4873.5,Hyundai,Grand
1272,21,Petrol,5,8699,2,Automatic,19.65,1197,1197,8676,9436.5,Hyundai,i20
1273,20,CNG,5,7381,1,Manual,998,5833,5833,78,6399,Maruti,Wagon
1274,15,Diesel,7,40400,1,Manual,1248,8850,8850,200,6412.5,Maruti,Ertiga
1275,20,Petrol,5,17436,1,Manual,22.05,796,796,4733,4630.5,Maruti,Alto
1276,19,Petrol,5,25041,1,Automatic,13.9,1498,1498,105,8775,Renault,Duster
1277,19,Petrol,5,36183,1,Manual,23.95,998,998,6705,4482,Maruti,Alto
1278,20,Petrol,5,43495,1,Automatic,1197,8186,8186,11375,5400,Hyundai,Grand
1279,21,Petrol,5,8077,1,Automatic,20.28,998,998,11841,12015,Hyundai,i20
1280,20,Petrol,5,20503,1,Manual,22.05,796,796,4733,4576.5,Maruti,Alto
1281,15,Petrol,5,25602,1,Manual,18.7,1199,1199,887,5386.5,Honda,Jazz
1282,20,Diesel,5,55923,1,Automatic,1498,1032,1032,250,4725,Volkswagen,Vento
1283,19,Petrol,5,4236,1,Manual,19.4,1194,1194,9493,7290.000000000001,Ford,Aspire
1284,16,Diesel,5,27340,1,Manual,26,1498,1498,986,7425,Honda,City
1285,19,Diesel,5,18144,1,Manual,25.6,1498,1498,979,11812.5,Honda,City
1286,11,Petrol,5,9951,1,Manual,1086,6805,6805,9904,2497.5,Hyundai,i10
1287,20,Petrol,5,16552,1,Manual,21.7,998,998,6571,5656.500000000001,Maruti,S-Presso
1288,16,Diesel,5,27340,1,Manual,26,1498,1498,986,7425,Honda,City
1289,20,CNG,5,11762,1,Manual,998,5833,5833,78,6466.5,Maruti,Wagon
1290,19,Petrol,5,3541,1,Automatic,2995,340,340,450,1417.5,Porsche,Cayenne
1291,19,Diesel,5,18144,1,Manual,25.6,1498,1498,979,11812.5,Honda,City
1292,19,CNG,5,16516,1,Manual,998,5833,5833,78,6061.5,Maruti,Wagon
1293,18,Petrol,7,21747,1,Manual,15.4,1497,1497,1173,10057.5,Honda,BR-V
1294,18,Petrol,5,19883,1,Automatic,16.9,1395,1395,14751,28350,Audi,Q3
1295,19,Diesel,5,42563,1,Automatic,17.6,1582,1582,1262,14620.5,Hyundai,Creta
1296,18,Diesel,5,33398,1,Manual,23,1498,1498,9896,9247.5,Ford,Ecosport
1297,19,Petrol,5,30037,1,Manual,22.05,796,796,4733,4090.4999999999995,Maruti,Alto
1298,18,Petrol,5,15534,1,Automatic,3996,641,641,850,94860,Lamborghini,Urus
1299,18,Petrol,5,21288,1,Manual,21.5,1197,1197,8180,5332.5,Maruti,Wagon
1300,18,Diesel,5,30061,2,Manual,23,1498,1498,9896,7870.5,Ford,Ecosport
1301,18,Diesel,5,32311,1,Manual,19.67,1582,1582,1262,13432.499999999998,Hyundai,Creta
1302,16,Petrol,8,14305,2,Manual,796,342,342,59,3037.5,Maruti,Omni
1303,19,Petrol,5,16534,1,Manual,23.95,998,998,6705,4927.5,Maruti,Alto
1304,18,Diesel,7,41022,1,Manual,24.2,1498,1498,9387,10462.5,Maruti,Ertiga
1305,14,Petrol,5,26296,1,Manual,998,671,671,90,3091.5,Maruti,Alto
1306,20,CNG,5,15835,1,Manual,998,5833,5833,78,6439.499999999999,Maruti,Wagon
1307,15,Petrol,5,15640,1,Manual,998,671,671,90,2997.0000000000005,Maruti,Zen
1308,11,Diesel,5,48470,2,Manual,23,1396,1396,904000,3442.4999999999995,Hyundai,i20
1309,19,Petrol,5,13425,1,Automatic,19.34,1198,1198,7594,6345,Nissan,Micra
1310,19,Petrol,5,32411,1,Automatic,16.5,1353,1353,13808,16092,Kia,Seltos
1311,16,Diesel,5,14561,1,Automatic,16.77,2993,2993,26149,60750,BMW,7
1312,21,Petrol,5,12636,1,Manual,19.2,999,999,11398,17293.5,Skoda,Kushaq
1313,18,Diesel,5,42620,1,Manual,25.1,1248,1248,885,9112.5,Maruti,SX4
1314,14,Diesel,5,40601,1,Manual,25.2,1248,1248,74,4644,Maruti,Swift
1315,17,Petrol,5,14495,1,Manual,22.5,999,999,67,3672.0000000000005,Datsun,RediGO
1316,15,Diesel,5,52195,1,Manual,25.1,1498,1498,986,7087.5,Honda,City
1317,18,Diesel,5,11806,1,Manual,21.43,1364,1364,8679,20182.5,Toyota,Corolla
1318,13,Diesel,5,62447,3,Manual,1248,7394,7394,190,3307.5000000000005,Maruti,Ritz
1319,19,Diesel,5,36350,1,Manual,23,1498,1498,9896,8977.5,Ford,Ecosport
1320,18,Diesel,5,41293,1,Automatic,19.6,2400,2400,190,26122.500000000004,Volvo,S60
1321,23,Petrol,5,763,1,Manual,24.97,998,998,6571,7965.000000000001,Maruti,Celerio
1322,22,Petrol,5,7518,1,Automatic,245.59,370,370,19,67500,Audi,Q5
1323,21,Petrol,5,16526,1,Automatic,18.2,998,998,11835,12487.5,Kia,Sonet
1324,15,Petrol,5,45742,1,Manual,22,1197,1197,8180,5062.5,Maruti,Swift
1325,12,Petrol,5,33340,1,Manual,18.5,1197,1197,805200,3550.5,Hyundai,i20
1326,14,Petrol,5,23000,1,Manual,814,552,552,745,2767.4999999999995,Hyundai,EON
1327,17,Petrol,5,38814,1,Manual,18.7,1199,1199,887,5265,Honda,Jazz
1328,21,Petrol,5,12452,1,Manual,20.7,1197,1197,8186,8356.5,Hyundai,Grand
1329,17,Petrol,5,30447,1,Manual,21.21,1197,1197,8180,4927.5,Maruti,Swift
1330,14,Petrol,5,27756,1,Manual,19.1,1197,1197,858,5116.5,Maruti,Swift
1331,19,Petrol,5,17709,1,Automatic,20.7,1197,1197,8186,7357.5,Hyundai,Grand
1332,14,Petrol,5,12329,1,Manual,998,671,671,90,4117.5,Maruti,Wagon
1333,14,Petrol,5,27837,1,Manual,19.1,1197,1197,858,5143.5,Maruti,Swift
1334,16,Petrol,5,27511,1,Manual,21.21,1197,1197,8180,5062.5,Maruti,Swift
1335,20,Petrol,5,16784,1,Manual,21.21,1197,1197,8180,7357.5,Maruti,Swift
1336,18,Petrol,5,22138,1,Automatic,20.52,1197,1197,8180,5737.5,Maruti,Wagon
1337,17,Petrol,5,22996,1,Manual,23.95,998,998,6705,3712.5,Maruti,Alto
1338,11,Petrol,5,17398,1,Automatic,16.95,1197,1197,789,3645.0000000000005,Hyundai,i10
1339,14,Petrol,5,28596,1,Manual,19.81,1086,1086,6805,3172.5,Hyundai,i10
1340,20,Petrol,5,62137,1,Manual,1086,6805,6805,9904,1687.5,Hyundai,i10
1341,18,Petrol,7,13857,1,Manual,17.5,1373,1373,911,9315,Maruti,Ertiga
1342,21,Petrol,5,10563,2,Automatic,9.8,2995,2995,340,108000,Audi,Q8
1343,23,Diesel,5,4598,1,Automatic,14.6,1956,1956,16767,27337.5,Tata,Harrier
1344,18,Petrol,5,10578,2,Manual,22.7,799,799,5364,3672.0000000000005,Datsun,RediGO
1345,14,Diesel,5,44520,1,Manual,23.59,1364,1364,6704,4482,Toyota,Etios
1346,22,Petrol,5,5602,1,Manual,998,6705,6705,90,6817.5,Maruti,Wagon
1347,15,Petrol,5,27961,1,Manual,16.78,1496,1496,8873,5049,Toyota,Etios
1348,16,Diesel,5,48532,1,Manual,19.87,1461,1461,838,6884.999999999999,Renault,Duster
1349,15,Petrol,5,21136,1,Manual,814,552,552,745,2902.5,Hyundai,EON
1350,14,Diesel,5,53246,1,Manual,25.2,1248,1248,74,4684.5,Maruti,Swift
1351,21,Petrol,5,4038,1,Manual,17.33,1199,1199,11835,10773,Tata,Nexon
1352,21,Petrol,5,21797,1,Manual,18.27,998,998,11835,12136.5,Hyundai,Venue
1353,16,Petrol,5,48297,1,Manual,16.2,1199,1199,74,5089.5,Volkswagen,Polo
1354,14,Petrol,5,26718,1,Manual,18.5,1197,1197,8285,4711.5,Hyundai,i20
1355,19,Petrol,5,18641,1,Manual,18.9,1197,1197,8186,5737.5,Hyundai,Grand
1356,16,Diesel,7,26323,1,Manual,17.45,1493,1493,100,6075,Mahindra,NuvoSport
1357,15,Petrol,5,4349,2,Automatic,16.5,1198,1198,868,6682.5,Honda,Brio
1358,16,Petrol,5,33554,1,Manual,18.7,1199,1199,887,5332.5,Honda,Jazz
1359,13,Petrol,5,27351,1,Manual,19.1,1197,1197,858,4657.5,Maruti,Swift
1360,20,Petrol,5,11495,1,Automatic,16.5,1799,1799,13946,17415,Honda,Civic
1361,11,Petrol,5,26720,1,Manual,17.92,1086,1086,621,2362.5,Hyundai,Santro
1362,20,Petrol,5,8202,1,Automatic,12.74,1991,1991,197,67500,Mercedes-Benz,GLC
1363,19,Petrol,5,43111,1,Manual,23.01,999,999,67,4414.5,Renault,KWID
1364,15,Diesel,5,39938,1,Manual,19.67,1582,1582,1262,8478,Hyundai,Creta
1365,21,Petrol,5,3263,1,Automatic,18.3,1498,1498,11935,16294.5,Honda,City
1366,15,Petrol,5,39558,1,Manual,16.78,1496,1496,8873,4603.5,Toyota,Etios
1367,15,Petrol,5,37620,1,Manual,17.8,1497,1497,1173,7492.5,Honda,City
1368,16,Petrol,5,53190,1,Manual,17.8,1198,1198,867,4495.5,Honda,Amaze
1369,19,Diesel,7,22308,1,Automatic,15.04,2755,2755,1745,37800,Toyota,Fortuner
1370,18,Petrol,5,54166,1,Manual,15.8,1591,1591,1213,10638,Hyundai,Creta
1371,14,Petrol,5,32901,2,Manual,16.47,1198,1198,739,5022,Volkswagen,Polo
1372,16,Petrol,5,26100,1,Manual,17.01,1591,1591,1213,6358.5,Hyundai,Verna
1373,18,Petrol,5,39767,1,Manual,15.8,1591,1591,1213,11137.5,Hyundai,Creta
1374,19,Petrol,5,19883,1,Manual,17,1591,1591,1213,11137.5,Hyundai,Verna
1375,18,Petrol,5,40389,1,Manual,15.8,1591,1591,1213,11475,Hyundai,Creta
1376,18,Petrol,5,13048,1,Manual,14.59,1999,1999,14992,11947.5,Hyundai,Elantra
1377,16,Petrol,5,24513,1,Automatic,14.28,1798,1798,13803,11002.5,Toyota,Corolla
1378,19,Petrol,5,19883,1,Manual,14.59,1999,1999,14992,11947.5,Hyundai,Elantra
1379,18,Petrol,5,37477,1,Manual,17.5,1199,1199,887,7762.5,Honda,WR-V
1380,18,Petrol,5,2485,1,Manual,19.1,1368,1368,986,10111.5,Hyundai,Verna
1381,17,Diesel,5,40389,1,Automatic,28.09,1248,1248,8850,7087.5,Maruti,Ciaz
1382,15,Diesel,5,48478,1,Manual,19.67,1582,1582,1262,8626.5,Hyundai,Creta
1383,20,Petrol,5,26700,1,Manual,16.42,1498,1498,10455,10314,Renault,Duster
1384,10,Diesel,7,109361,1,Manual,12.8,2494,2494,102,5940.000000000001,Toyota,Innova
1385,19,Petrol,5,14975,1,Manual,20.52,1197,1197,8180,6399,Maruti,Wagon
1386,15,Petrol,5,31766,1,Manual,21.4,1197,1197,831,6358.5,Maruti,Baleno
1387,16,Petrol,5,41010,1,Manual,16.8,1395,1395,13802,8032.5,Skoda,Octavia
1388,16,Diesel,5,30077,1,Manual,27.39,1248,1248,74,6723.000000000001,Maruti,Baleno
1389,13,Diesel,5,32500,1,Automatic,17.68,1968,1968,17433,14512.5,Audi,A6
1390,15,Diesel,5,28886,2,Manual,24,1120,1120,70,5008.5,Hyundai,Grand
1391,19,Diesel,5,44640,1,Manual,22.54,1396,1396,8876,7141.5,Hyundai,i20
1392,14,Diesel,5,56544,3,Manual,26,1498,1498,986,5332.5,Honda,City
1393,13,Diesel,5,31897,1,Manual,21.9,1396,1396,8876,3779.9999999999995,Hyundai,i20
1394,16,Diesel,7,45086,1,Automatic,12.9,2755,2755,1745,22545,Toyota,Fortuner
1395,18,Petrol,5,42253,1,Manual,20.3,1086,1086,68,5197.5,Hyundai,Santro
1396,14,Petrol,5,27961,1,Manual,22.41,1197,1197,8850,4860,Maruti,Swift
1397,13,Petrol,5,27340,1,Manual,13.17,1999,1999,114,5332.5,Mitsubishi,Cedia
1398,16,Petrol,5,29204,1,Automatic,14.67,1798,1798,17746,14782.499999999998,Skoda,Superb
1399,16,Diesel,7,57193,1,Automatic,12.55,2982,2982,1685,22275,Toyota,Fortuner
1400,20,Diesel,7,24854,1,Automatic,14.75,2967,2967,245,62100,Audi,Q7
1401,15,Petrol,5,37620,1,Manual,17.4,1497,1497,1173,7425,Honda,City
1402,14,Diesel,5,49148,1,Manual,1248,7394,7394,190,4441.5,Maruti,Ritz
1403,14,Petrol,5,42637,2,Manual,19.1,1197,1197,858,4644,Maruti,Swift
1404,14,Diesel,5,21407,1,Automatic,14.16,1968,1968,1743,22612.5,Audi,Q5
1405,17,Diesel,5,25057,1,Manual,24,1186,1186,7397,7047,Hyundai,Grand
1406,19,Petrol,5,24867,1,Manual,19.02,1198,1198,6705,5292,Datsun,GO
1407,19,Petrol,5,27340,1,Manual,998,6705,6705,90,5386.5,Maruti,Wagon
1408,20,Petrol,5,4947,1,Manual,20.52,1197,1197,8180,6601.5,Maruti,Wagon
1409,12,Diesel,7,161556,1,Manual,12.8,2494,2494,102,8437.5,Toyota,Innova
1410,18,Petrol,5,27655,1,Manual,19.69,1198,1198,6704,4563,Nissan,Micra
1411,14,Petrol,5,36634,1,Automatic,14.5,1797,1797,1475,7087.5,Hyundai,Elantra
1412,18,Petrol,5,27340,2,Manual,20.89,1197,1197,8180,6277.500000000001,Maruti,Ignis
1413,22,Petrol,5,29942,1,Manual,17.03,1462,1462,10326,11137.5,Toyota,Urban
1414,13,Petrol,5,15079,1,Manual,1197,82,82,114,3847.5,Hyundai,Grand
1415,19,Diesel,5,14291,1,Automatic,17.01,1582,1582,1262,14175,Hyundai,Creta
1416,20,Petrol,5,23924,1,Automatic,13.96,1451,1451,141,18562.5,MG,Hector
1417,17,Diesel,5,21747,1,Manual,19.67,1582,1582,1262,10125,Hyundai,Creta
1418,20,Petrol,5,27021,1,Manual,16.5,1353,1353,13808,18225,Kia,Seltos
1419,18,Diesel,5,19883,1,Automatic,24.3,1248,1248,885,10125,Maruti,Vitara
1420,19,Diesel,5,8947,1,Automatic,17.9,2143,2143,136,32400,Mercedes-Benz,GLA
1421,17,Petrol,5,39096,1,Manual,1198,74,74,110,7114.499999999999,Volkswagen,Polo
1422,12,Petrol,5,37572,1,Manual,19,998,998,661,3779.9999999999995,Maruti,A-Star
1423,14,Petrol,5,40399,2,Manual,19.81,1086,1086,6805,3037.5,Hyundai,i10
1424,17,Petrol,5,23621,1,Manual,21.21,1197,1197,8180,7384.5,Maruti,Swift
1425,17,Petrol,5,30530,1,Manual,17.71,1197,1197,789,5967,Toyota,Etios
1426,16,Petrol,5,23052,2,Automatic,21.79,998,998,6705,4185,Maruti,Wagon
1427,21,Petrol,5,43481,1,Automatic,20.28,998,998,11841,11731.5,Hyundai,i20
1428,17,Petrol,5,10524,1,Automatic,19.34,1198,1198,7594,4387.5,Nissan,Micra
1429,18,Diesel,7,31963,1,Manual,15.1,2179,2179,15287,14458.500000000002,Mahindra,XUV500
1430,17,Petrol,5,33521,1,Automatic,21.21,1197,1197,8180,7587,Maruti,Swift
1431,20,Petrol,5,18641,1,Manual,16.5,1353,1353,13808,17820,Kia,Seltos
1432,15,Petrol,5,25419,1,Manual,18.6,1197,1197,8183,5872.499999999999,Hyundai,i20
1433,19,Diesel,7,43495,1,Manual,18.49,1493,1493,100,7762.5,Mahindra,TUV
1434,11,Petrol,5,42874,2,Manual,17.5,1197,1197,858,3037.5,Maruti,Swift
1435,17,Petrol,5,17809,1,Manual,18.7,1199,1199,887,5197.5,Honda,Jazz
1436,21,Diesel,5,29149,1,Automatic,14.6,1956,1956,16767,21937.5,Tata,Harrier
1437,20,Petrol,5,55923,1,Automatic,1984,207,207,300,10800,Audi,Q3
1438,13,Petrol,5,40389,1,Manual,15.04,1598,1598,1036,3375,Volkswagen,Vento
1439,13,Diesel,5,25002,1,Automatic,19.27,2143,2143,170,16875,Mercedes-Benz,C-Class
1440,20,Diesel,5,32311,1,Manual,21.66,1498,1498,10862,6007.5,Volkswagen,Ameo
1441,21,Petrol,5,14212,1,Manual,20.3,1086,1086,6805,6385.500000000001,Hyundai,Santro
1442,12,Petrol,5,48087,1,Manual,19,998,998,661,3064.5,Maruti,A-Star
1443,18,Petrol,5,19883,1,Manual,22,1197,1197,8180,7155,Maruti,Swift
1444,16,Diesel,5,55261,1,Automatic,21.66,1498,1498,10352,6547.499999999999,Skoda,Rapid
1445,18,Petrol,5,33355,2,Manual,19.69,1198,1198,6704,4104,Nissan,Micra
1446,18,Diesel,7,37282,1,Manual,15.96,2523,2523,621,7627.500000000001,Mahindra,Bolero
1447,15,Diesel,5,30721,1,Manual,21.19,1396,1396,8873,6601.5,Hyundai,i20
1448,19,Diesel,7,25476,1,Manual,13.68,2393,2393,1478,22882.5,Toyota,Innova
1449,21,Petrol,5,14812,1,Manual,20.65,1462,1462,10325,11947.5,Maruti,Ciaz
1450,21,Diesel,5,16602,1,Manual,16.4,1896,1896,90,10651.5,Skoda,Octavia
1451,20,Diesel,7,21739,1,Automatic,2925,3.26E+12,3.26E+12,700,1485.0000000000002,Mercedes-Benz,GLS
1452,17,Diesel,7,16923,2,Manual,18.49,1493,1493,100,8775,Mahindra,TUV
1453,15,Diesel,5,25525,1,Manual,25.1,1498,1498,986,7965.000000000001,Honda,City
1454,16,Diesel,5,45231,1,Manual,23.59,1364,1364,6704,6142.5,Toyota,Etios
1455,14,Petrol,5,39767,3,Manual,20.36,1197,1197,789,3172.5,Hyundai,i10
1456,20,Diesel,5,18641,1,Automatic,16.38,1999,1999,177,52650,Jaguar,F-Pace
1457,17,Petrol,5,19885,1,Manual,20.89,1197,1197,8180,5953.5,Maruti,Ignis
1458,18,Diesel,5,65243,1,Manual,19.87,1461,1461,838,7087.5,Renault,Duster
1459,20,Diesel,5,18641,1,Automatic,22.69,1995,1995,190,21600,BMW,3
1460,20,Petrol,5,12941,1,Manual,20.52,1197,1197,8180,6209.999999999999,Maruti,Wagon
1461,17,Diesel,7,23520,2,Manual,16.5,1493,1493,70,9112.5,Mahindra,Bolero
1462,22,Diesel,5,10366,1,Automatic,14.6,1956,1956,16767,25973.999999999996,Tata,Harrier
1463,11,Petrol,5,33016,1,Manual,1197,789,789,1117,2430,Hyundai,i10
1464,17,Petrol,5,20026,1,Manual,18.9,1197,1197,8186,6925.5,Hyundai,Grand
1465,22,Diesel,5,6835,1,Automatic,20.37,1995,1995,18774,93825,BMW,5
1466,22,Petrol,5,6462,1,Automatic,18.41,999,999,11398,22072.500000000004,Volkswagen,Taigun
1467,22,Petrol,5,14756,1,Manual,20.7,1197,1197,8186,8842.5,Hyundai,Grand
1468,18,Petrol,5,8396,1,Automatic,18.3,1199,1199,8876,10327.5,Honda,Amaze
1469,22,Petrol,5,8047,1,Automatic,17.05,1199,1199,11835,14836.5,Tata,Nexon
1470,14,Petrol,5,14087,1,Manual,18.9,1197,1197,82,5184,Hyundai,Grand
1471,12,Petrol,5,14291,1,Manual,18.9,998,998,671,3915,Maruti,Wagon
1472,17,Petrol,5,25506,1,Manual,18.6,1197,1197,8183,7398.000000000001,Hyundai,i20
1473,20,Diesel,7,24854,1,Automatic,2999,17457,17457,380,28350,Isuzu,MU-X
1474,21,Diesel,5,6213,1,Automatic,20.37,1995,1995,18774,79312.5,BMW,5
1475,13,Petrol,5,1118,1,Manual,20.36,1197,1197,789,4252.5,Hyundai,i10
1476,19,Petrol,5,21126,1,Automatic,16,1368,1368,16077,23625,Jeep,Compass
1477,20,Petrol,5,24854,1,Manual,21.4,1197,1197,831,6345,Maruti,Baleno
1478,21,Petrol,5,18641,1,Automatic,18.76,1462,1462,10326,15390,Toyota,Urban
1479,18,Petrol,5,14105,1,Manual,18.9,1197,1197,8186,7357.5,Hyundai,Grand
1480,19,Petrol,7,17398,1,Automatic,10.54,2998,2998,33525,133650,BMW,X7
1481,10,Petrol,5,49623,1,Manual,1061,67,67,84,2281.5,Maruti,Wagon
1482,18,Petrol,5,18110,1,Automatic,13,1591,1591,1213,15322.5,Hyundai,Creta
1483,22,Petrol,5,3417,1,Automatic,22.94,1197,1197,8850,12622.5,Maruti,Baleno
1484,14,Petrol,5,22322,2,Manual,20.36,1197,1197,789,4239,Hyundai,i10
1485,18,Petrol,5,36038,1,Automatic,21.79,998,998,6705,6196.5,Maruti,Wagon
1486,12,Petrol,5,14291,1,Manual,18.9,998,998,671,3915,Maruti,Wagon
